fn	3	Q229276	16	9	third	_ord_	JJ	ORDINAL	husband	_YES_	O/0.984762	O/0.984762	_COMP_/0.000004	_YES_/0.015234
tp	3	Q229276	17	3	three	_num_	CD	NUMBER	time	_YES_	O/0.773932	O/0.773932	_COMP_/0.000020	_YES_/0.226048
tp	3	Q229276	17	18	second	_ord_	JJ	ORDINAL	husband	_YES_	O/0.864970	O/0.864970	_COMP_/0.000008	_YES_/0.135022
tp	3	Q229276	216	18	second	_ord_	JJ	ORDINAL	husband	_YES_	O/0.834794	O/0.834794	_COMP_/0.000006	_YES_/0.165200
fn	3	Q229276	316	39	third	_ord_	JJ	ORDINAL	marriage	_YES_	O/0.921014	O/0.921014	_COMP_/0.000016	_YES_/0.078970
tp	3	Q229276	407	3	third	_ord_	JJ	ORDINAL	husband	_YES_	O/0.824766	O/0.824766	_COMP_/0.000009	_YES_/0.175225
fn	2	Q2643	15	2	first	_ord_	JJ	ORDINAL	marriage	_YES_	O/0.930642	O/0.930642	_COMP_/0.000004	_YES_/0.069354
fn	2	Q2643	138	5	second	_ord_	JJ	ORDINAL	marriage	_YES_	O/0.950129	O/0.950129	_COMP_/0.000006	_YES_/0.049866
fp	2	Q2643	195	13	a	_num_	DT	O	knife	O	O/0.786990	O/0.786990	_COMP_/0.000010	_YES_/0.213000
fp	2	Q2643	198	11	an	_num_	DT	O	operation	O	O/0.863783	O/0.863783	_COMP_/0.000009	_YES_/0.136208
fp	2	Q2643	239	12	an	_num_	DT	O	influence	O	O/0.738793	O/0.738793	_COMP_/0.000021	_YES_/0.261186
done [ 1.009 sec] for 199 entities.
